2011-11-15,1124803.0
2011-11-16,1119967.0
2011-11-17,1111219.0
2011-11-18,1108279.0
2011-11-21,1101223.0
2011-11-22,1110151.0
2011-11-23,1098823.0
2011-11-25,1094755.0
2011-11-28,1109683.0
2011-11-29,1106203.0
2011-11-30,1116919.0
2011-12-01,1123735.0
2011-12-02,1125835.0
2011-12-05,1129771.0
2011-12-06,1127323.0
2011-12-07,1125115.0
2011-12-08,1126975.0
2011-12-09,1130503.0
2011-12-12,1128379.0
2011-12-13,1124779.0
2011-12-14,1114519.0
2011-12-15,1113031.0
2011-12-16,1115515.0
2011-12-19,1116931.0
2011-12-20,1133263.0
